name,body_part,equipment,gif_url,target,secondary_muscles,instructions,exercise_id
barbell seated overhead press,shoulders,barbell,https://v2.exercisedb.io/image/Dv6DRGvYSJZjN3,delts,"{triceps,""upper back""}","{""Sit on a bench with your back straight and feet flat on the ground."",""Hold the barbell with an overhand grip, slightly wider than shoulder-width apart."",""Lift the barbell off the rack and bring it to shoulder level, with your elbows bent and palms facing forward."",""Press the barbell overhead by extending your arms fully."",""Pause for a moment at the top, then slowly lower the barbell back to shoulder level."",""Repeat for the desired number of repetitions.""}",91
barbell seated overhead triceps extension,upper arms,barbell,https://v2.exercisedb.io/image/CKTVWdmc0WzmKq,triceps,{shoulders},"{""Sit on a bench with your back straight and feet flat on the ground."",""Hold a barbell with an overhand grip, hands shoulder-width apart, and raise it overhead."",""Lower the barbell behind your head by bending your elbows, keeping your upper arms close to your head."",""Pause for a moment, then extend your arms to raise the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",92
barbell seated twist,waist,barbell,https://v2.exercisedb.io/image/JTye0UzjXNufOI,abs,"{obliques,""lower back""}","{""Sit on a flat bench with your feet flat on the ground and your knees bent."",""Hold a barbell with both hands in front of your chest, keeping your elbows slightly bent."",""Engage your core and slowly twist your torso to one side, keeping your back straight."",""Pause for a moment at the end of the twist, then slowly rotate back to the starting position."",""Repeat the twist to the other side."",""Continue alternating sides for the desired number of repetitions.""}",94
barbell shrug,back,barbell,https://v2.exercisedb.io/image/S9H2tGL8Wst4r0,traps,{shoulders},"{""Stand with your feet shoulder-width apart and hold a barbell in front of you with an overhand grip."",""Keep your arms straight and your back straight throughout the exercise."",""Lift your shoulders up towards your ears as high as possible, squeezing your traps at the top."",""Hold for a moment, then slowly lower your shoulders back down to the starting position."",""Repeat for the desired number of repetitions.""}",95
barbell side bent v. 2,waist,barbell,https://v2.exercisedb.io/image/q7ZX-zNZTt46dn,abs,"{obliques,""lower back""}","{""Stand with your feet shoulder-width apart and hold a barbell with both hands, palms facing down."",""Keep your back straight and core engaged throughout the exercise."",""Slowly bend your torso to the right side, lowering the barbell towards your right knee."",""Pause for a moment, then return to the starting position."",""Repeat the movement on the left side."",""Continue alternating sides for the desired number of repetitions.""}",96
barbell side split squat,upper legs,barbell,https://v2.exercisedb.io/image/P1r-5caMg1Ifzd,quads,"{glutes,hamstrings,calves}","{""Stand with your feet wider than shoulder-width apart, toes pointing slightly outward."",""Hold a barbell across your upper back, resting it on your traps."",""Engage your core and keep your chest up as you lower your body down into a squat position, bending at the knees and hips."",""As you lower, push your knees out to the sides and keep your weight on your heels."",""Lower until your thighs are parallel to the ground, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",98
barbell side split squat v. 2,upper legs,barbell,https://v2.exercisedb.io/image/zANqHmtHPgfXnc,quads,"{glutes,hamstrings,calves}","{""Stand with your feet wider than shoulder-width apart, toes pointing slightly outwards."",""Hold a barbell across your upper back, resting it on your shoulders."",""Take a big step to the side with your right foot, keeping your left foot planted."",""Bend your right knee and lower your body down into a squat position, keeping your chest up and your back straight."",""Push through your right heel to return to the starting position."",""Repeat on the other side, stepping out with your left foot."",""Continue alternating sides for the desired number of repetitions.""}",97
barbell single leg deadlift,upper legs,barbell,https://v2.exercisedb.io/image/59AMO4kxYnPEDM,glutes,"{hamstrings,""lower back""}","{""Stand with your feet hip-width apart, holding a barbell in front of your thighs with an overhand grip."",""Shift your weight onto your left foot and lift your right foot slightly off the ground."",""Hinge forward at the hips, keeping your back straight and your right leg extended behind you for balance."",""Lower the barbell towards the ground, keeping it close to your body and your left leg slightly bent."",""Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",1756
barbell single leg split squat,upper legs,barbell,https://v2.exercisedb.io/image/JOD40Tsl14Jnxv,quads,"{glutes,hamstrings,calves}","{""Stand with your feet shoulder-width apart, holding a barbell across your upper back."",""Take a large step forward with one leg, keeping your torso upright."",""Lower your body by bending your front knee and hip, while keeping your back leg straight."",""Continue lowering until your front thigh is parallel to the ground."",""Pause for a moment, then push through your front heel to return to the starting position."",""Repeat for the desired number of repetitions, then switch legs.""}",99
barbell sitted alternate leg raise,waist,barbell,https://v2.exercisedb.io/image/gN36xNRifpvtoc,abs,"{""hip flexors""}","{""Sit on a bench with your back straight and hold a barbell across your thighs."",""Keeping your legs straight, lift one leg up as high as possible while keeping the other leg on the ground."",""Lower the raised leg back down and repeat with the other leg."",""Continue alternating legs for the desired number of repetitions.""}",2799
barbell sitted alternate leg raise (female),waist,barbell,https://v2.exercisedb.io/image/I1bfd5GgohxP4F,abs,"{""hip flexors"",quadriceps}","{""Sit on a bench with your back straight and hold a barbell across your thighs."",""Place your hands on the sides of the bench for support."",""Keeping your legs straight, lift one leg up as high as possible while keeping it parallel to the ground."",""Lower the leg back down and repeat with the other leg."",""Continue alternating legs for the desired number of repetitions.""}",2800
barbell skier,shoulders,barbell,https://v2.exercisedb.io/image/47V30sx0is04xQ,delts,"{triceps,core}","{""Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up."",""Simultaneously lift the barbell up towards your shoulders while jumping slightly off the ground."",""As you reach the top of the movement, quickly reverse the motion and lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",100
barbell speed squat,upper legs,barbell,https://v2.exercisedb.io/image/Rd1cFcl3oc0x68,glutes,"{quadriceps,hamstrings,calves}","{""Stand with your feet shoulder-width apart, toes slightly turned out."",""Hold the barbell across your upper back, resting it on your traps or rear delts."",""Engage your core and keep your chest up as you lower your hips back and down, as if sitting into a chair."",""Lower until your thighs are parallel to the ground, or as low as you can comfortably go."",""Drive through your heels to stand back up, squeezing your glutes at the top."",""Repeat for the desired number of repetitions.""}",101
barbell split squat v. 2,upper legs,barbell,https://v2.exercisedb.io/image/vU-9dtSgZWOpUf,quads,"{glutes,hamstrings,calves}","{""Start by standing with your feet shoulder-width apart, holding a barbell across your upper back."",""Take a large step forward with your right foot, keeping your torso upright."",""Lower your body by bending your knees and hips until your right thigh is parallel to the ground."",""Pause for a moment, then push through your right heel to return to the starting position."",""Repeat with your left leg forward for the desired number of repetitions.""}",2810
barbell squat (on knees),upper legs,barbell,https://v2.exercisedb.io/image/4OJBPrNShKP0po,quads,"{glutes,hamstrings,calves}","{""Start by kneeling on the ground with your knees hip-width apart and your toes pointing forward."",""Place a barbell across your shoulders, gripping it with an overhand grip and your hands slightly wider than shoulder-width apart."",""Engage your core and keep your chest lifted as you slowly lower your body down by bending your knees, keeping your back straight."",""Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go."",""Pause for a moment at the bottom, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",102
barbell squat jump step rear lunge,upper legs,barbell,https://v2.exercisedb.io/image/jrKUlxnx0W7GoB,quads,"{glutes,hamstrings,calves}","{""Start by standing with your feet shoulder-width apart, holding a barbell across your upper back."",""Lower your body into a squat position by bending your knees and pushing your hips back."",""Explode upwards, jumping off the ground as high as you can."",""Land softly on your feet and immediately step back with one leg into a reverse lunge."",""Lower your body down until your front thigh is parallel to the ground, keeping your back straight."",""Push through your front heel to return to the starting position."",""Repeat the jump and lunge sequence on the other leg."",""Continue alternating legs for the desired number of repetitions.""}",2798
barbell standing ab rollerout,waist,barbell,https://v2.exercisedb.io/image/Thy02qlFTac0Ea,abs,"{shoulders,""lower back""}","{""Stand upright with your feet shoulder-width apart and hold the barbell with both hands in front of your thighs."",""Engage your core and slowly roll the barbell down towards the ground, keeping your back straight and your arms extended."",""Continue rolling the barbell forward until your body is fully extended and your hands are directly above your head."",""Pause for a moment, then slowly roll the barbell back towards your thighs, maintaining control and keeping your core engaged."",""Repeat for the desired number of repetitions.""}",103
barbell standing back wrist curl,lower arms,barbell,https://v2.exercisedb.io/image/PSkhDfL3Tsa8xr,forearms,"{biceps,shoulders}","{""Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip."",""Rest the barbell on the back of your hands with your palms facing down and your fingers pointing towards your body."",""Keeping your upper arms stationary, exhale and curl your wrists upwards as far as possible."",""Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",104
barbell standing bradford press,shoulders,barbell,https://v2.exercisedb.io/image/VE0dTf6zON0Tjc,delts,"{triceps,""upper back""}","{""Stand with your feet shoulder-width apart and hold the barbell in front of your shoulders with an overhand grip."",""Press the barbell overhead, fully extending your arms."",""Lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",105
barbell standing calf raise,lower legs,barbell,https://v2.exercisedb.io/image/YW8ePKLyGSSFuG,calves,"{hamstrings,glutes}","{""Stand with your feet shoulder-width apart and place a barbell across your upper back."",""Raise your heels off the ground as high as possible, using only your toes."",""Pause for a moment at the top, then slowly lower your heels back down to the starting position."",""Repeat for the desired number of repetitions.""}",1372
barbell standing close grip curl,upper arms,barbell,https://v2.exercisedb.io/image/AmpkQasjYKEHDK,biceps,{forearms},"{""Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, hands close together."",""Keep your elbows close to your torso and your upper arms stationary throughout the movement."",""Exhale as you curl the weights while contracting your biceps. Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale as you slowly begin to bring the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",106
barbell standing close grip military press,shoulders,barbell,https://v2.exercisedb.io/image/oPSl6UvHQ2BnVe,delts,"{triceps,""upper back""}","{""Stand with your feet shoulder-width apart and hold the barbell with an overhand grip, hands slightly closer than shoulder-width apart."",""Lift the barbell to shoulder height, keeping your elbows close to your body."",""Press the barbell overhead, extending your arms fully."",""Lower the barbell back to shoulder height."",""Repeat for the desired number of repetitions.""}",1456
barbell standing concentration curl,upper arms,barbell,https://v2.exercisedb.io/image/fMlkCjd2QFwgCU,biceps,{forearms},"{""Stand with your feet shoulder-width apart and hold a barbell in one hand, palm facing up."",""Rest your opposite hand on your thigh for support."",""Keeping your upper arm stationary, exhale and curl the weight up towards your shoulder."",""Pause for a moment at the top, squeezing your biceps."",""Inhale and slowly lower the weight back down to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",2414
barbell standing front raise over head,shoulders,barbell,https://v2.exercisedb.io/image/t7VFgdDBaM75Q0,delts,"{triceps,""upper back""}","{""Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip."",""Keep your back straight and engage your core."",""Slowly raise the barbell in front of you, keeping your arms straight and your palms facing down."",""Continue lifting until the barbell is slightly above shoulder level."",""Pause for a moment at the top, then slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",107
barbell standing leg calf raise,lower legs,barbell,https://v2.exercisedb.io/image/2Cxz5CGNoY1bRg,calves,"{hamstrings,glutes}","{""Stand with your feet shoulder-width apart and place a barbell across your upper back."",""Raise your heels off the ground as high as possible, using your calves."",""Pause for a moment at the top, then slowly lower your heels back down to the starting position."",""Repeat for the desired number of repetitions.""}",108
barbell standing overhead triceps extension,upper arms,barbell,https://v2.exercisedb.io/image/TPkce1BBZcsDEj,triceps,{shoulders},"{""Stand with your feet shoulder-width apart and hold a barbell with an overhand grip."",""Raise the barbell overhead, fully extending your arms."",""Keeping your upper arms close to your head, slowly lower the barbell behind your head by bending your elbows."",""Pause for a moment, then raise the barbell back to the starting position by extending your arms."",""Repeat for the desired number of repetitions.""}",109
barbell standing reverse grip curl,upper arms,barbell,https://v2.exercisedb.io/image/W9uf64J1Zo421f,biceps,{forearms},"{""Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up."",""Keep your elbows close to your torso and your upper arms stationary."",""Exhale and curl the weights while contracting your biceps, bringing the barbell as close to your shoulders as possible."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly lower the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",110
barbell standing twist,waist,barbell,https://v2.exercisedb.io/image/kBFnrqlOMBVZgx,abs,"{obliques,""lower back""}","{""Stand with your feet shoulder-width apart and hold a barbell in front of your chest with both hands, palms facing down."",""Engage your core and keep your back straight throughout the exercise."",""Slowly twist your torso to the right, pivoting on your feet and hips, while keeping your lower body stable."",""Pause for a moment at the end of the twist, then slowly return to the starting position."",""Repeat the twist to the left side."",""Continue alternating twists for the desired number of repetitions.""}",112
barbell standing wide grip biceps curl,upper arms,barbell,https://v2.exercisedb.io/image/a55O8td5eLtLcH,biceps,{forearms},"{""Stand with your feet shoulder-width apart and hold a barbell with an underhand grip, hands wider than shoulder-width apart."",""Keep your back straight and your elbows close to your torso."",""Exhale and curl the barbell up towards your shoulders, keeping your upper arms stationary."",""Pause for a moment at the top, squeezing your biceps."",""Inhale and slowly lower the barbell back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1629
barbell standing wide military press,shoulders,barbell,https://v2.exercisedb.io/image/WWShKvOsHQ5hHR,delts,"{triceps,""upper back""}","{""Stand with your feet shoulder-width apart and hold the barbell with an overhand grip, slightly wider than shoulder-width."",""Lift the barbell to shoulder height, keeping your elbows slightly in front of the bar."",""Press the barbell overhead, extending your arms fully."",""Lower the barbell back to shoulder height and repeat for the desired number of repetitions.""}",1457
barbell standing wide-grip curl,upper arms,barbell,https://v2.exercisedb.io/image/63625mj-Va4jNe,biceps,"{forearms,shoulders}","{""Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip, hands wider than shoulder-width apart."",""Let the barbell hang at arm's length in front of your thighs, with your palms facing away from your body."",""Keeping your upper arms stationary, exhale and curl the barbell upward by contracting your biceps."",""Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",113
barbell step-up,upper legs,barbell,https://v2.exercisedb.io/image/Hq72nkIidyyFqR,glutes,"{quadriceps,hamstrings,calves}","{""Stand in front of a bench or step with a barbell resting on your upper back."",""Place one foot on the bench or step, ensuring your entire foot is in contact with the surface."",""Push through your heel and step up onto the bench or step, fully extending your hip and knee."",""Pause briefly at the top, then lower yourself back down to the starting position."",""Repeat with the opposite leg."",""Continue alternating legs for the desired number of repetitions.""}",114
barbell stiff leg good morning,upper legs,barbell,https://v2.exercisedb.io/image/NLoQHieu8YoEAp,glutes,"{hamstrings,""lower back""}","{""Stand with your feet shoulder-width apart and your knees slightly bent."",""Hold the barbell across your upper back, resting it on your traps."",""Keeping your back straight, hinge forward at the hips, pushing your glutes back."",""Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings."",""Engage your glutes and hamstrings to return to the starting position."",""Repeat for the desired number of repetitions.""}",115
barbell straight leg deadlift,upper legs,barbell,https://v2.exercisedb.io/image/Yl5IcHy9VVsje7,hamstrings,"{glutes,""lower back""}","{""Stand with your feet shoulder-width apart and your toes pointing forward."",""Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart."",""Bend at your hips and lower the barbell towards the ground, keeping your back straight and your knees slightly bent."",""Lower the barbell until you feel a stretch in your hamstrings."",""Engage your hamstrings and glutes to lift the barbell back up to the starting position."",""Repeat for the desired number of repetitions.""}",116
barbell sumo deadlift,upper legs,barbell,https://v2.exercisedb.io/image/y5SV8DZ2uoeRbA,glutes,"{hamstrings,quadriceps,""lower back""}","{""Stand with your feet wider than shoulder-width apart, toes pointing outwards."",""Place a barbell on the ground in front of you, centered between your feet."",""Bend your knees and lower your hips, keeping your back straight and chest up, to grip the barbell with an overhand grip."",""Engage your core and drive through your heels to lift the barbell off the ground, extending your hips and knees simultaneously."",""As you lift, keep your chest up and back straight, and push your hips forward to fully engage your glutes."",""Pause for a moment at the top, then slowly lower the barbell back down to the starting position, maintaining control throughout the movement."",""Repeat for the desired number of repetitions.""}",117
barbell thruster,shoulders,barbell,https://v2.exercisedb.io/image/nmBKHhThqyn2Mz,delts,"{quadriceps,glutes,hamstrings,core}","{""Start by standing with your feet shoulder-width apart, holding a barbell at shoulder height with an overhand grip."",""Lower into a squat position by bending your knees and pushing your hips back."",""As you reach the bottom of the squat, explosively drive through your heels to stand up, simultaneously pressing the barbell overhead."",""Lower the barbell back to shoulder height as you lower back into the squat position."",""Repeat for the desired number of repetitions.""}",3305
barbell upright row,shoulders,barbell,https://v2.exercisedb.io/image/9hDiJHPOsuoWBl,delts,"{traps,biceps}","{""Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart."",""Let the barbell hang in front of your thighs, arms fully extended."",""Keeping your back straight and core engaged, exhale and lift the barbell straight up towards your chin, leading with your elbows."",""Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",120
barbell upright row v. 2,shoulders,barbell,https://v2.exercisedb.io/image/Fc9SpahLScN-V4,delts,"{traps,biceps}","{""Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart."",""Let the barbell hang in front of your thighs, arms fully extended."",""Keeping your back straight, exhale and lift the barbell straight up towards your chin, leading with your elbows."",""Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",119
barbell upright row v. 3,shoulders,barbell,https://v2.exercisedb.io/image/2L2-HzR5E-LEBk,delts,"{traps,biceps}","{""Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart."",""Let the barbell hang in front of your thighs, arms fully extended."",""Keeping your core engaged and back straight, exhale as you lift the barbell straight up towards your chin, leading with your elbows."",""Pause for a moment at the top, then inhale as you slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",121
barbell wide bench press,chest,barbell,https://v2.exercisedb.io/image/OppTOhz8F7uiPW,pectorals,"{shoulders,triceps}","{""Lie flat on a bench with your feet flat on the ground and your back pressed against the bench."",""Grasp the barbell with a wide grip, slightly wider than shoulder-width apart."",""Lift the barbell off the rack and hold it directly above your chest with your arms fully extended."",""Lower the barbell slowly towards your chest, keeping your elbows slightly flared out."",""Pause for a moment when the barbell touches your chest, then push it back up to the starting position."",""Repeat for the desired number of repetitions.""}",122
barbell wide reverse grip bench press,chest,barbell,https://v2.exercisedb.io/image/nFnACWXTS8drqE,pectorals,"{triceps,shoulders}","{""Lie flat on a bench with your feet flat on the ground and your back pressed against the bench."",""Grasp the barbell with a wide reverse grip, slightly wider than shoulder-width apart."",""Lift the barbell off the rack and hold it directly above your chest with your arms fully extended."",""Lower the barbell slowly towards your chest, keeping your elbows tucked in and your wrists straight."",""Pause for a moment when the barbell touches your chest, then push it back up to the starting position."",""Repeat for the desired number of repetitions.""}",1258
barbell wide squat,upper legs,barbell,https://v2.exercisedb.io/image/yAs0FppByIQMAT,quads,"{glutes,hamstrings,calves}","{""Stand with your feet wider than shoulder-width apart, toes pointing slightly outward."",""Hold the barbell across your upper back, resting it on your traps or rear delts."",""Engage your core and keep your chest up as you lower your body down into a squat, pushing your hips back and bending your knees."",""Lower until your thighs are parallel to the ground, or as low as you can comfortably go."",""Pause for a moment at the bottom, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",124
barbell wide-grip upright row,shoulders,barbell,https://v2.exercisedb.io/image/JpbYqQSmJtS64K,delts,"{traps,biceps}","{""Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands wider than shoulder-width apart."",""Let the barbell hang in front of your thighs, arms fully extended."",""Keeping your back straight, exhale and lift the barbell straight up towards your chin, leading with your elbows."",""Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",123
barbell wrist curl,lower arms,barbell,https://v2.exercisedb.io/image/-JL3pbeczcbB7n,forearms,"{biceps,brachialis}","{""Sit on a bench with your feet flat on the ground and your forearms resting on your thighs, holding a barbell with an underhand grip."",""Allow the barbell to roll down to your fingertips, keeping your wrists straight."",""Slowly curl the barbell up towards your forearms by flexing your wrists."",""Pause for a moment at the top, then slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",126
barbell wrist curl v. 2,lower arms,barbell,https://v2.exercisedb.io/image/SK4ieDEBcUbxYY,forearms,"{biceps,brachialis}","{""Sit on a bench with your feet flat on the ground and your knees bent."",""Hold a barbell with an underhand grip, palms facing up, and your hands shoulder-width apart."",""Rest your forearms on your thighs, allowing your wrists to hang off the edge."",""Slowly curl your wrists upward, bringing the barbell towards your forearms."",""Pause for a moment at the top, then slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",125
barbell zercher squat,upper legs,barbell,https://v2.exercisedb.io/image/BOfH65UY4jghlu,glutes,"{quadriceps,hamstrings,calves,core}","{""Stand with your feet shoulder-width apart and toes slightly turned out."",""Hold the barbell in the crooks of your elbows, with your hands gripping the bar for stability."",""Engage your core and keep your chest lifted as you lower your hips back and down into a squat position."",""Keep your knees in line with your toes and your weight in your heels."",""Pause for a moment at the bottom of the squat, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",127
basic toe touch (male),upper legs,body weight,https://v2.exercisedb.io/image/CbaY2PVV1nTU0w,glutes,"{hamstrings,calves}","{""Stand with your feet shoulder-width apart and your arms by your sides."",""Bend forward at the waist, keeping your back straight and your knees slightly bent."",""Reach down towards your toes with your hands, keeping your legs as straight as possible."",""Pause for a moment at the bottom, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",3212
battling ropes,shoulders,rope,https://v2.exercisedb.io/image/1j-x-e9NzmPxxn,delts,"{forearms,core}","{""Stand with your feet shoulder-width apart and knees slightly bent."",""Hold one end of the rope in each hand, with your palms facing each other."",""Raise your arms to shoulder height, keeping your elbows slightly bent."",""Begin making alternating waves with the ropes by rapidly raising and lowering each arm."",""Continue for the desired duration or number of repetitions.""}",128
bear crawl,cardio,body weight,https://v2.exercisedb.io/image/crv2GyYt7A80vp,cardiovascular system,"{core,shoulders,triceps}","{""Start on all fours with your hands directly under your shoulders and your knees directly under your hips."",""Lift your knees slightly off the ground, keeping your back flat and your core engaged."",""Move your right hand and left foot forward simultaneously, followed by your left hand and right foot."",""Continue crawling forward, alternating your hand and foot movements."",""Maintain a steady pace and keep your core tight throughout the exercise."",""Continue for the desired distance or time.""}",3360
bench dip (knees bent),upper arms,body weight,https://v2.exercisedb.io/image/N7tC4osGJyhFww,triceps,"{chest,shoulders}","{""Sit on the edge of a bench or chair with your hands gripping the edge next to your hips."",""Slide your butt off the bench and straighten your legs in front of you, keeping your heels on the ground."",""Bend your elbows and lower your body towards the ground, keeping your back close to the bench."",""Pause for a moment at the bottom, then push yourself back up to the starting position."",""Repeat for the desired number of repetitions.""}",129
bench dip on floor,upper arms,body weight,https://v2.exercisedb.io/image/6FlUcQfJxnxOG1,triceps,"{chest,shoulders}","{""Sit on the edge of a bench or chair with your hands gripping the edge, fingers pointing forward."",""Slide your butt off the bench, supporting your weight with your hands."",""Lower your body by bending your elbows until your upper arms are parallel to the floor."",""Push yourself back up to the starting position by straightening your arms."",""Repeat for the desired number of repetitions.""}",1399
bench hip extension,upper legs,body weight,https://v2.exercisedb.io/image/Zzb0oV17CL5mNp,glutes,{hamstrings},"{""Sit on a bench with your back against the bench and your feet flat on the ground."",""Place your hands on the bench for support."",""Engage your glutes and hamstrings, then lift your hips off the bench until your body forms a straight line from your knees to your shoulders."",""Pause for a moment at the top, then slowly lower your hips back down to the starting position."",""Repeat for the desired number of repetitions.""}",130
bench pull-ups,back,body weight,https://v2.exercisedb.io/image/NoM71SJIhodm0J,lats,"{biceps,forearms}","{""Position yourself under a bar or a sturdy horizontal surface that is at chest height."",""Grab the bar or surface with an overhand grip, slightly wider than shoulder-width apart."",""Hang with your arms fully extended and your body straight."",""Pull your chest towards the bar or surface by squeezing your shoulder blades together and bending your elbows."",""Continue pulling until your chin is above the bar or surface."",""Lower yourself back down to the starting position with control."",""Repeat for the desired number of repetitions.""}",3019
bent knee lying twist (male),upper legs,body weight,https://v2.exercisedb.io/image/foHP3imYFBmjqh,glutes,"{obliques,""hip flexors""}","{""Lie flat on your back with your knees bent and feet flat on the ground."",""Extend your arms out to the sides, perpendicular to your body."",""Keeping your knees together, slowly lower them to one side, aiming to touch the ground with your knees."",""Pause for a moment, then engage your core and slowly lift your knees back to the starting position."",""Repeat the movement to the other side."",""Continue alternating sides for the desired number of repetitions.""}",3639
biceps leg concentration curl,upper arms,body weight,https://v2.exercisedb.io/image/ZcqT3YzZjNfBgg,biceps,{forearms},"{""Sit on a bench with your legs spread apart and your feet flat on the ground."",""Hold a dumbbell in one hand and place your elbow on the inside of your thigh, just above the knee."",""With your palm facing up, curl the dumbbell towards your shoulder while keeping your upper arm stationary."",""Squeeze your biceps at the top of the movement, then slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",1770
biceps narrow pull-ups,upper arms,body weight,https://v2.exercisedb.io/image/dkepTM1zwee7KK,biceps,"{forearms,shoulders}","{""Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart."",""Engage your core and pull yourself up towards the bar, focusing on using your biceps to lift your body."",""Pause for a moment at the top, then slowly lower yourself back down to the starting position."",""Repeat for the desired number of repetitions.""}",139
biceps pull-up,upper arms,body weight,https://v2.exercisedb.io/image/Ahsfh4koiwqHVP,biceps,"{forearms,shoulders}","{""Hang from a pull-up bar with your palms facing away from you and your hands shoulder-width apart."",""Engage your core and pull yourself up by bending your elbows, bringing your chest towards the bar."",""Pause at the top of the movement, then slowly lower yourself back down to the starting position."",""Repeat for the desired number of repetitions.""}",140
body-up,upper arms,body weight,https://v2.exercisedb.io/image/yJw9PUmUb27jYp,triceps,"{chest,shoulders}","{""Start by placing your hands on a raised surface, such as a bench or parallel bars, with your palms facing down and fingers pointing forward."",""Extend your legs out in front of you, keeping your heels on the ground and your body straight."",""Lower your body by bending your elbows, keeping them close to your sides, until your upper arms are parallel to the ground."",""Pause for a moment, then push through your palms to straighten your arms and lift your body back up to the starting position."",""Repeat for the desired number of repetitions.""}",137
bodyweight drop jump squat,upper legs,body weight,https://v2.exercisedb.io/image/Hz4UhfLFWc0TuR,glutes,"{quadriceps,hamstrings,calves}","{""Stand with your feet shoulder-width apart."",""Lower your body into a squat position by bending your knees and pushing your hips back."",""Jump up explosively, extending your hips, knees, and ankles."",""While in mid-air, quickly bring your feet together."",""Land softly on the balls of your feet and immediately drop back into a squat position."",""Repeat for the desired number of repetitions.""}",3543
bodyweight incline side plank,waist,body weight,https://v2.exercisedb.io/image/k1g8YJJlVI9Lkc,abs,"{obliques,shoulders}","{""Start by lying on your side with your legs extended and stacked on top of each other."",""Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle."",""Engage your core and lift your hips off the ground, creating a straight line from your head to your feet."",""Hold this position for the desired amount of time."",""Lower your hips back down to the ground and repeat on the other side.""}",3544
bodyweight kneeling triceps extension,upper arms,body weight,https://v2.exercisedb.io/image/0bCgOLKaL3QBk7,triceps,"{shoulders,chest}","{""Kneel down on the ground with your knees hip-width apart."",""Place your hands on the ground in front of you, shoulder-width apart, fingers pointing forward."",""Extend your legs straight behind you, balancing on your toes and hands, forming a straight line from head to heels."",""Bend your elbows and lower your upper body towards the ground, keeping your elbows close to your sides."",""Pause for a moment at the bottom, then push through your hands to straighten your arms and return to the starting position."",""Repeat for the desired number of repetitions.""}",1771
bodyweight side lying biceps curl,upper arms,body weight,https://v2.exercisedb.io/image/QLvD14y8rMZzaB,biceps,{forearms},"{""Lie on your side with your legs extended and your head supported by your arm."",""Hold your upper arm against your side and bend your elbow to curl your forearm towards your shoulder."",""Pause for a moment at the top, then slowly lower your forearm back down to the starting position."",""Repeat for the desired number of repetitions.""}",1769
